0.7468,0.2,10,1,;  
0.7404,0.2,10,5,;  
0.7763,0.1,10,1,;  
0.6987,0.15,10,1,;  
0.7178,0.3,10,1,;  
0.6452,0.25,10,1,;  
0.7831,0.1,10,3,;  
0.7781,0.09,10,3,;  
0.8277,0.1,10,250,;  
0.8057,0.1,20,1,;  
0.8158,0.1,50,1,;  
0.8108,0.1,100,1,;  
0.8117,0.1,25,1,;  
0.8016,0.1,40,1,;  
0.7305,0.2,25,1,;  
0.7989,0.1,25,5,;  
0.7179,0.09,10,1,;  
0.7591,0.1,10,1,;  
0.6869,0.5,10,1,;  
0.7274,0.5,10,3,;  
0.7986,0.2,10,5,;  
0.816,0.2,10,750,;  
